Name,Overall,Potential,InternationalReputation,Skill,WorkRate,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Penalties,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Position
V. Laurini,65,74,1,3,99,59,57,55,62,40,67,57,58,64,79,82,69,60,80,68,59,51,58,37,61,58,14,10,9,13,7,3
A. Eschenko,62,74,1,2,99,34,68,68,54,54,52,37,39,55,77,68,64,58,73,76,56,47,29,60,25,19,12,16,15,12,12,1
S. Okaka,74,74,1,3,99,75,33,64,77,55,69,66,72,78,57,53,66,65,55,66,46,74,80,45,80,76,9,16,13,8,7,3
J. Kodjia,64,74,1,3,99,43,65,55,52,59,63,49,35,64,76,79,70,68,74,67,58,42,16,57,18,15,6,9,13,8,10,1
F. Haroun,66,74,1,3,99,63,53,45,64,43,66,54,60,67,80,80,79,57,81,63,57,59,60,38,64,61,5,10,13,11,14,3
D. Gosling,65,74,1,3,99,52,50,47,64,50,66,57,60,64,71,72,65,77,69,77,57,66,59,57,65,61,13,9,7,10,14,2
Pedro Santos,66,74,1,1,99,13,13,12,31,17,14,15,22,24,46,44,39,18,32,66,19,24,18,25,19,14,67,60,60,64,70,4
F. Bastians,63,74,1,2,99,21,20,67,42,36,23,24,41,41,59,53,36,54,52,90,14,62,58,36,64,59,12,8,11,8,6,3
S. Vilakazi,66,74,1,3,99,64,58,57,66,56,66,60,55,68,79,84,72,61,79,70,57,62,49,40,63,61,10,11,10,11,15,3
Victorino Magela,66,74,1,2,66,48,65,59,61,64,62,72,54,65,82,78,74,59,64,65,58,42,29,64,19,12,13,10,12,10,10,1
K. Kamara,64,74,1,2,66,46,21,60,57,25,57,33,55,55,77,75,75,35,75,72,22,70,61,41,62,61,9,9,11,7,11,3
I. Strini?,67,74,1,2,66,54,40,61,69,40,62,42,67,65,61,68,65,67,80,70,58,60,68,35,66,60,8,15,12,15,11,2
Adrianiscito,67,74,1,2,66,49,35,68,68,41,62,46,67,67,75,77,68,51,74,70,53,58,62,35,66,64,9,11,8,10,15,2
M. Ruben,67,74,1,2,66,46,27,63,53,29,41,32,43,60,69,71,70,38,72,69,24,65,66,36,69,66,11,13,15,10,7,3
R. Neustädter,66,74,1,3,99,62,33,63,66,41,64,60,63,65,69,72,64,35,65,68,35,53,64,41,65,62,6,13,12,7,11,3
Bebé,64,74,1,3,99,65,56,36,61,51,69,60,57,66,79,77,71,61,59,36,63,35,18,54,22,27,12,10,9,9,14,2
J. Leca,63,74,1,3,99,61,54,37,62,50,63,61,58,61,81,82,89,55,57,61,33,27,20,62,26,28,6,7,7,14,9,2
Carmona,66,74,1,2,99,43,43,60,68,31,62,40,66,65,60,63,65,47,84,65,55,62,63,42,61,57,10,8,12,11,15,2
C. Lema,67,74,1,3,99,67,35,50,64,58,63,60,52,65,79,73,77,56,76,69,35,58,67,60,67,64,15,9,12,16,9,3
Dentinho,61,74,1,2,99,60,58,49,56,44,63,45,46,56,80,74,77,51,66,66,55,42,26,56,14,11,10,7,14,9,8,2
L. Villafañez,61,74,1,2,99,58,55,54,62,50,64,54,49,63,74,73,54,58,66,58,40,32,20,63,30,32,9,9,5,11,11,2
S. Kljestan,64,74,1,2,99,41,31,64,64,40,52,37,54,60,62,66,59,60,67,74,50,65,59,44,63,63,12,12,10,14,12,3
W. Morelo,64,74,1,3,99,49,62,53,59,59,71,54,32,64,84,82,78,64,55,57,58,60,26,60,33,21,13,12,11,8,16,1
M. Diop,67,74,1,1,99,10,7,12,21,5,12,11,20,17,15,15,26,19,25,48,8,16,14,13,12,11,69,65,38,65,72,4
A. del Valle,63,74,1,2,99,25,16,64,62,21,26,26,29,57,53,55,39,36,49,62,19,54,62,32,69,63,7,15,7,6,9,3
R. Ibarra,65,74,1,2,99,58,30,65,55,41,53,27,40,58,76,73,68,45,72,69,43,67,63,45,66,62,9,10,9,11,13,3
Padilhisco,61,74,1,2,99,71,55,45,61,40,62,45,60,51,65,70,63,55,69,65,50,28,24,53,29,28,14,11,9,14,10,2
F. Forestieri,68,74,1,1,99,15,10,14,28,8,14,13,40,15,44,45,57,25,18,62,9,37,17,17,14,14,68,64,57,67,69,4
A. Bedoya,68,74,1,1,99,15,15,13,18,14,11,15,30,14,32,25,48,25,42,56,19,32,27,14,11,13,68,67,65,64,70,4
A. Romao,64,74,1,1,99,15,13,12,22,11,14,18,15,21,42,39,37,25,40,62,12,38,28,14,12,15,64,58,59,64,65,4
O. Gladkyi,69,74,1,1,99,16,13,12,22,12,20,13,18,18,48,49,30,21,25,70,19,18,22,23,14,11,72,66,65,67,72,4
D. McCarty,66,74,1,3,99,40,56,49,66,58,61,58,63,66,70,65,64,66,81,65,62,82,59,48,66,60,15,14,16,14,10,2
K. Adénon,65,74,1,2,66,34,26,65,43,29,32,35,29,37,62,62,53,39,72,85,27,64,63,42,65,62,9,13,15,12,11,3
J. Plata,66,74,1,3,99,54,53,45,68,42,65,58,62,70,66,83,76,63,69,57,63,57,40,47,39,38,5,7,6,13,8,2
Sequeira,65,74,1,3,99,66,62,41,54,71,72,67,48,69,83,82,84,54,57,52,55,32,29,57,31,27,9,5,12,8,13,2
Bruno César,64,74,1,3,99,58,57,38,53,48,69,57,46,63,90,90,81,52,70,44,51,43,23,51,25,32,9,11,15,13,13,2
F. Jara,67,74,1,3,99,70,46,47,61,40,63,67,64,67,89,85,65,55,67,48,45,56,60,48,61,58,7,8,14,12,10,3
M. Bakalorz,64,74,1,2,99,58,55,37,69,45,67,50,64,62,74,71,70,59,59,40,52,52,59,53,61,57,13,7,10,8,12,2
O. Kucher,66,74,1,3,99,69,45,48,69,37,63,65,63,66,78,77,64,58,71,66,44,58,36,46,63,61,15,9,9,11,13,2
M. Diouf,66,74,1,3,99,42,56,43,67,33,67,34,66,68,67,68,72,61,73,67,63,64,58,50,65,62,11,7,7,11,11,2
G. Burdisso,64,74,1,3,99,65,48,55,60,66,67,65,58,66,67,67,68,73,65,61,64,58,61,46,67,61,8,15,6,5,6,3
A. Correa,65,74,1,3,99,64,31,54,54,34,65,35,52,69,79,75,78,34,81,58,29,59,58,48,63,60,5,8,14,6,12,3
R. Salin,63,74,1,3,99,49,45,52,68,54,65,64,66,69,68,64,76,75,71,56,48,53,36,59,47,43,13,13,12,13,12,2
M. Etxeberría,64,74,1,3,99,56,48,48,70,54,67,57,68,66,68,69,82,62,68,58,50,62,52,55,58,57,12,5,10,7,6,2
Y. Gourcuff,64,74,1,3,99,51,57,50,63,51,67,44,59,63,82,80,77,47,65,64,55,37,21,60,23,18,10,7,6,12,9,2
Jesus Andradaldo,65,74,1,2,99,55,48,55,57,47,64,53,50,59,88,88,76,55,75,72,47,64,62,42,64,61,7,9,13,14,7,3
P. Mpoku,67,74,1,3,99,66,51,35,65,50,63,74,68,69,70,65,70,71,68,67,69,73,70,65,67,67,10,7,12,9,14,3
D. Musto,64,74,1,3,99,55,67,61,56,51,64,48,47,62,85,88,84,56,58,71,46,27,11,67,18,13,7,8,11,8,5,2
S. Davis,64,74,1,3,99,50,53,46,72,48,69,59,69,70,73,74,70,59,70,59,69,47,29,51,57,56,11,10,11,12,13,2
S. Özbayrakl?,66,74,1,3,99,48,66,38,65,46,65,60,63,68,77,73,72,71,57,57,72,42,22,60,42,40,8,13,10,10,6,2
M. Le Marchand,65,74,1,2,99,62,35,55,63,37,60,50,55,65,79,84,75,35,74,71,37,59,58,43,60,61,15,7,9,10,16,3
Nacho,64,74,1,3,99,65,64,42,62,56,72,62,55,66,75,69,69,72,59,51,57,31,23,53,29,28,8,11,5,10,10,2
D. Drexler,67,74,1,2,99,59,39,63,67,28,60,47,66,65,74,81,65,56,73,74,53,72,60,34,69,70,6,14,9,5,13,3
A. Cerci,66,74,1,3,99,65,67,48,58,62,68,68,52,69,76,78,68,66,61,59,67,32,15,60,23,25,15,14,15,7,8,2
R. Hubník,66,74,1,2,99,60,35,62,64,38,58,43,57,62,78,79,72,55,70,75,29,81,63,46,66,65,6,5,6,10,10,3
D. Viera,66,74,1,2,99,38,23,60,53,30,53,38,38,54,69,71,61,48,68,73,30,68,65,44,70,68,7,10,16,9,10,3
F. Zampedri,66,74,1,2,99,37,37,70,50,31,48,27,47,49,47,62,46,58,62,81,36,70,61,44,65,63,11,9,7,12,8,3
J. Sánchez Miño,65,74,1,2,99,57,38,64,60,35,61,35,53,62,76,73,69,34,59,65,31,78,61,44,67,65,13,12,12,8,13,3
A. Koné,67,74,1,3,99,68,48,44,62,41,66,61,55,63,81,87,71,63,91,63,45,55,58,40,60,58,13,8,6,9,14,3
J. Ferri,66,74,1,2,99,52,29,58,66,51,61,49,64,65,57,66,62,63,74,68,58,65,63,51,64,61,14,12,12,13,8,2
M. Jensen,66,74,1,2,99,65,30,67,62,33,62,55,52,66,70,72,66,45,76,82,36,66,55,38,64,64,8,13,9,15,13,3
A. Bjelland,65,74,1,1,99,14,7,12,28,9,13,11,26,14,23,31,22,17,16,58,8,24,14,19,12,13,62,69,62,64,63,4
J. Fuenzalida,64,74,1,2,99,20,15,55,53,29,30,30,41,55,44,57,37,35,66,68,17,69,64,31,66,62,9,14,14,15,8,3
Juanfran,68,74,1,1,99,12,13,13,37,14,16,18,23,22,38,42,48,22,24,67,18,19,21,24,20,17,70,59,72,68,72,4
K. Waston,65,74,1,3,99,57,60,54,67,53,67,58,64,67,69,65,68,60,67,65,59,58,50,48,57,53,8,14,12,8,11,2
L. Grant,74,74,2,1,99,18,14,18,38,13,25,11,42,28,32,30,36,25,42,83,12,45,19,11,14,17,75,71,75,72,73,4
G. Jara,64,74,1,3,99,43,42,39,69,51,66,49,61,67,74,71,63,64,80,58,70,60,58,41,60,58,6,6,5,11,15,2
Óscar Plano,68,74,1,2,66,53,32,49,70,35,43,35,64,67,72,71,78,47,90,69,44,84,66,42,62,58,9,7,5,14,9,2
De la Bella,66,74,1,2,66,61,31,58,59,41,59,58,49,61,72,70,67,58,71,68,49,71,67,46,63,67,15,10,12,10,11,3
R. Cohade,67,74,1,2,66,58,51,65,63,34,60,42,60,63,70,75,67,51,74,66,37,68,60,49,67,71,15,9,12,13,7,3
P. Morales,67,74,1,2,66,35,39,58,71,20,62,22,67,65,59,61,48,64,75,74,66,67,62,33,66,64,10,13,12,7,11,2
D. Arismendi,67,74,1,2,66,51,37,57,64,34,58,40,62,63,54,64,57,52,81,78,54,80,66,52,68,64,13,9,11,7,9,2
L. Fer,66,74,1,3,99,69,40,60,73,47,66,55,70,71,63,56,69,59,60,58,47,66,63,57,67,65,12,10,14,6,14,2
A. Williams,65,74,1,2,99,62,45,55,62,33,64,39,59,62,80,79,73,59,65,61,56,62,61,49,61,59,15,9,11,6,11,3
Ricardo Costa,66,74,1,1,99,20,8,18,31,17,21,19,26,21,49,61,35,23,39,69,5,25,17,23,19,20,65,66,60,60,72,4
R. Cota,65,74,1,3,99,65,60,51,62,54,66,67,62,64,75,71,71,61,61,59,59,41,22,58,25,22,11,8,6,14,13,2
G. Margreitter,65,74,1,2,99,48,58,50,70,32,65,39,67,62,70,65,66,50,73,67,54,59,52,39,47,49,13,12,11,11,13,2
A. Rebrov,66,74,1,3,99,69,50,51,63,41,72,61,62,66,77,77,91,69,76,68,55,67,58,42,62,59,15,8,12,9,11,3
Djavan,64,74,1,2,99,26,24,66,61,21,29,26,35,60,53,55,32,31,43,59,23,62,69,33,68,71,7,9,10,15,16,3
A. Chedjou,68,74,1,3,99,70,54,44,64,23,63,67,62,64,72,76,66,76,83,71,58,60,62,51,66,66,11,7,12,12,15,3
F. Carrizo,66,74,1,1,99,10,8,16,55,8,18,13,47,25,32,42,42,55,42,67,6,25,15,12,16,17,67,65,65,65,67,4
A. Ragusa,66,74,1,1,99,15,16,14,31,15,18,18,24,18,59,48,35,20,34,70,20,21,20,20,17,20,68,65,68,65,65,4
J. Biabiany,69,74,1,1,99,11,8,12,36,9,10,7,22,22,36,40,29,20,23,64,7,15,12,24,11,13,69,67,68,66,71,4
D. Padelli,68,74,1,1,99,17,15,12,29,18,17,13,30,26,40,39,37,21,27,57,19,21,10,23,15,13,70,64,62,65,72,4
D. Toši?,68,74,1,1,99,18,12,12,25,19,18,12,35,20,41,41,39,17,45,73,15,44,13,23,14,19,69,66,66,66,70,4
E. Bauthéac,66,74,1,2,66,39,49,52,62,31,55,32,63,60,62,68,66,56,85,65,52,77,68,45,63,65,11,14,10,8,10,2
V. Manceau,67,74,1,3,66,54,71,55,57,63,70,62,50,69,87,85,92,62,73,55,56,58,39,55,16,27,7,13,12,11,14,1
L. Advíncula,65,74,1,2,66,58,51,50,70,45,62,50,69,60,77,78,70,51,82,70,43,70,55,44,63,62,11,16,6,8,8,2
Enaldo Toxeto,69,74,1,3,66,62,51,56,70,42,63,62,65,64,68,67,73,61,87,77,65,75,70,51,66,65,12,9,14,6,11,2
Camilo,67,74,1,2,66,54,23,65,64,30,48,33,55,63,66,68,60,49,67,74,27,57,67,42,69,68,8,12,9,7,11,3
J. Schmid,74,74,2,2,66,41,25,72,56,35,48,25,47,52,50,42,62,65,69,77,32,91,70,40,77,74,14,15,7,8,13,3
A. Acquah,69,74,1,3,99,67,57,57,64,29,66,62,57,65,81,80,75,67,73,65,65,64,65,36,68,65,14,8,7,10,6,3
S. Rybalka,67,74,1,3,99,69,37,60,64,30,64,69,59,66,74,77,76,55,70,55,39,66,64,56,63,66,16,12,7,15,14,2
J. Lucero,66,74,1,3,99,59,57,38,67,47,68,51,57,69,75,78,72,65,67,63,48,41,25,59,35,31,10,8,7,13,6,2
I. Kovács,66,74,1,3,99,38,65,55,71,48,70,51,56,63,73,69,71,61,56,71,64,60,20,68,23,15,13,8,13,11,9,1
S. Skrzybski,67,74,1,3,99,65,31,48,67,26,65,51,56,69,71,72,73,51,69,62,30,72,63,39,69,69,9,12,14,14,6,3
N. Gießelmann,66,74,1,3,99,65,63,49,69,52,65,72,69,67,68,66,78,67,71,67,66,63,50,50,53,51,7,8,12,8,6,2
J. Marié,67,74,1,3,99,27,71,62,60,68,67,66,50,61,76,78,71,62,57,66,49,54,24,67,32,34,5,7,12,9,15,1
M. Urruti,65,74,1,3,99,68,47,58,69,37,65,67,67,68,64,61,58,61,63,62,53,61,42,58,64,68,8,7,8,14,10,2
L. Ayling,68,74,1,2,99,68,26,54,63,28,53,31,51,57,75,79,81,64,86,64,45,70,68,53,66,68,7,14,7,10,12,3
L. Rodríguez,66,74,1,3,99,45,56,37,67,51,68,63,56,66,75,71,78,71,61,53,65,53,27,57,38,40,9,12,11,10,9,2
R. Yabo,65,74,1,3,99,59,60,51,67,47,70,61,68,69,73,70,69,57,77,61,59,63,45,48,39,36,10,9,16,8,11,2
P. Martinez,66,74,1,3,99,68,50,64,68,42,66,43,64,70,67,64,57,67,73,67,54,68,72,44,52,54,13,6,14,11,7,2
André Geraldes,66,74,1,2,99,64,37,60,64,34,58,38,56,67,70,72,58,46,65,70,37,48,62,40,71,68,8,10,6,15,11,3
Gabriel Silva,67,74,1,2,99,40,30,60,49,24,45,22,38,53,52,58,53,35,76,76,23,72,66,24,69,67,11,7,15,9,7,3
B. Johnsen,69,74,1,1,99,11,7,10,19,8,9,11,13,20,20,29,31,25,34,54,6,21,11,15,9,10,68,67,65,67,71,4
S. Sunzu,67,74,1,2,99,47,28,62,65,30,59,36,62,64,74,68,70,77,71,67,36,74,67,43,66,64,8,8,15,12,14,2
Álex Gallar,65,74,1,3,99,39,48,71,67,46,67,44,65,70,55,54,57,59,57,81,62,44,66,66,67,58,10,9,12,5,6,2
T. Ince,69,74,1,1,99,16,8,19,24,11,14,12,21,23,40,47,65,22,30,64,14,25,22,20,14,15,74,67,60,64,72,4
B. Dejaegere,69,74,1,2,99,22,17,67,62,24,51,25,60,61,54,57,61,32,67,77,19,74,64,31,69,67,13,14,14,14,10,3
J. Bo?il,66,74,1,2,99,33,28,66,64,27,46,33,63,47,78,80,46,42,65,81,27,53,60,43,69,63,9,11,6,13,8,3
Fabiano,65,74,1,3,99,50,48,44,69,40,65,45,66,68,70,67,75,52,71,56,53,72,57,43,60,57,9,7,10,12,12,2
Carlos Hernández,67,74,1,2,99,46,49,54,71,56,58,59,66,65,59,62,65,64,70,66,59,69,67,56,59,56,7,12,15,13,7,2
R. Morioka,65,74,1,3,99,60,52,53,67,35,67,60,61,67,79,77,72,58,80,66,38,59,57,49,67,64,7,15,7,9,11,2
Miguel Vieira,66,74,1,3,99,62,55,67,69,51,64,57,67,68,69,72,60,67,71,74,59,67,64,45,63,62,7,14,11,15,11,2
L. Freeman,66,74,1,3,99,65,56,70,62,43,65,58,55,66,80,78,77,65,86,75,49,80,65,54,60,54,9,13,11,12,6,2
R. Emond,67,74,1,3,66,40,48,58,70,37,70,38,65,67,68,68,75,60,93,74,44,78,67,45,59,58,14,12,14,8,14,2
S. Dewaest,65,74,1,2,66,59,35,67,65,47,52,43,62,56,63,65,73,63,68,76,53,55,64,63,60,58,15,10,12,14,11,3
E. Cerutti,66,74,1,3,99,72,69,36,68,39,70,37,65,71,60,58,64,56,39,36,37,29,46,49,27,25,11,9,12,12,10,2
K. Lamprou,64,74,1,3,99,58,64,51,59,58,67,57,46,64,74,73,76,65,59,40,61,36,21,63,25,22,14,11,14,12,5,2
J. Lolley,65,74,1,3,99,54,41,61,67,42,65,34,67,68,61,61,61,52,70,61,54,55,68,42,65,63,12,11,9,12,14,2
Z. Tomaševi?,67,74,1,3,99,62,33,54,64,35,64,34,61,64,79,80,80,29,75,56,34,56,60,47,66,64,6,12,9,7,13,3
Rubén Alcaraz,67,74,1,2,99,60,46,34,72,41,66,56,62,61,68,71,80,55,57,62,52,43,25,61,48,38,7,9,8,15,9,2
M. Langerak,66,74,1,3,99,66,58,42,68,49,71,74,64,69,59,61,70,50,64,62,59,55,49,71,52,45,14,15,10,16,9,2
R. van Rhijn,67,74,1,4,99,63,53,37,64,59,72,74,60,70,81,78,77,69,63,43,70,52,35,59,44,40,9,7,11,15,8,2
R. Pérez,66,74,1,2,99,60,64,67,68,65,72,67,62,69,78,76,69,62,63,61,60,46,24,57,17,19,15,8,8,13,11,1
F. Tobio,67,74,1,3,99,64,62,36,67,52,68,54,62,70,81,71,78,65,78,58,59,50,22,47,37,43,10,14,12,6,7,2
M. Linnes,67,74,1,2,99,53,36,70,68,32,34,42,66,65,39,33,44,52,61,76,30,72,69,38,70,68,10,6,13,10,10,3
N. Isimat-Mirin,67,74,1,2,99,60,39,55,69,42,60,46,66,64,67,68,64,65,73,77,58,71,65,53,67,63,15,7,14,10,11,2
L. Gil,67,74,1,2,66,56,25,62,63,30,53,46,61,54,64,70,62,51,79,80,46,65,61,39,66,64,6,12,14,13,9,3
T. Leistner,67,74,1,2,66,51,48,66,70,49,62,50,67,67,55,55,56,61,72,77,63,62,69,48,64,63,16,16,7,14,10,2
G. Blanco,69,74,1,4,99,58,62,49,71,62,70,69,67,69,73,68,78,69,79,54,62,69,65,65,63,64,10,16,15,8,6,2
L. Hinterseer,66,74,1,3,99,46,69,59,58,45,63,43,35,66,90,88,79,56,69,47,47,57,27,71,23,16,9,12,5,12,7,1
A. Solari,74,74,3,3,99,74,44,75,72,56,73,66,66,74,69,68,66,69,69,80,61,77,76,59,74,74,11,9,7,9,9,3
J. Fleck,69,74,1,2,99,53,26,57,62,28,57,31,35,65,59,65,65,40,77,68,23,56,61,43,76,82,7,14,7,14,15,3
B. Sigurðarson,69,74,1,3,99,59,37,59,54,29,72,48,55,64,82,91,84,62,79,71,48,80,67,36,71,69,8,7,11,8,10,3
G. Zardes,69,74,1,3,99,61,57,49,69,43,68,49,68,73,66,64,65,81,74,70,62,66,69,53,68,67,15,10,14,6,7,2
Wellington Nem,67,74,1,3,99,45,69,64,55,60,63,62,43,67,69,71,58,72,65,75,65,62,13,66,25,21,10,8,11,13,15,1
Dener,67,74,1,3,99,47,64,63,54,57,71,43,39,66,86,90,73,63,77,70,58,53,21,58,23,24,9,11,11,14,12,1
E. Lamanna,69,74,1,2,99,42,32,66,69,32,61,27,67,69,60,53,60,77,69,77,50,72,66,37,66,63,10,9,13,6,7,2
V. Belec,69,74,1,2,99,50,40,64,64,45,37,63,63,57,71,73,66,66,81,82,59,67,72,64,68,65,8,11,13,12,14,3
I. Balliu,68,74,1,3,99,55,65,46,71,46,70,51,67,70,78,74,79,56,79,67,42,51,55,55,54,49,15,8,13,15,8,2
F. Hübner,69,74,1,3,66,64,53,34,62,49,77,53,45,72,93,83,84,63,80,64,50,80,48,42,38,32,13,8,13,9,9,2
S. Medina,66,74,1,3,99,52,67,36,63,58,67,55,54,66,83,77,87,61,86,60,66,63,45,62,52,40,13,9,15,11,14,2
Guitián,69,74,1,3,99,71,50,68,75,49,63,62,68,70,79,76,77,57,72,57,51,37,67,48,62,64,14,14,10,6,8,3
R. Žulj,66,74,1,2,99,26,13,70,63,45,47,40,70,60,41,39,45,70,54,73,68,63,61,38,65,61,4,5,6,4,5,3
T. Romanczuk,69,74,1,2,99,41,30,73,61,37,46,23,59,57,66,67,60,52,66,59,32,76,64,51,75,72,13,15,9,16,8,3
S. van de Streek,69,74,1,3,99,58,64,62,65,58,69,65,54,71,77,73,73,67,80,66,63,61,31,67,20,24,7,12,9,10,11,2
O. Nyland,67,74,1,3,99,63,33,67,57,30,63,42,51,71,71,76,71,35,68,67,30,55,68,49,65,69,14,13,11,9,8,3
S. Longo,68,74,1,2,99,56,34,67,63,37,50,55,67,59,68,73,59,39,76,73,25,59,70,45,65,69,15,14,14,9,11,3
D. Linsmayer,67,74,1,3,99,64,45,51,62,45,73,33,55,65,86,79,66,52,76,66,49,63,58,51,68,66,6,9,14,13,12,3
Dankler,67,74,1,3,99,50,66,67,61,67,63,60,45,63,64,70,60,67,72,75,56,58,26,62,28,30,16,6,8,8,15,1
T. Suši?,68,74,1,2,99,36,48,62,68,36,57,39,64,65,63,66,65,53,77,78,39,64,63,37,69,67,5,8,12,14,15,2
K. Nordfeldt,67,74,1,2,99,44,26,65,64,26,61,38,54,62,70,72,60,50,71,77,35,72,61,37,67,66,13,11,13,8,13,3
A. Mosquera,69,74,1,4,99,58,69,54,62,52,70,55,55,69,85,86,80,73,75,78,69,65,25,68,25,19,6,11,14,12,6,1
G. Brugman,66,74,1,2,99,50,46,60,70,34,60,57,63,67,64,67,50,57,67,69,53,80,67,60,57,56,14,11,14,13,11,2
T. Trybull,68,74,1,2,99,29,21,73,57,35,35,25,51,52,47,51,49,41,45,90,17,74,62,35,67,66,12,8,12,9,10,3
I. Kiese Thelin,69,74,1,2,99,29,45,72,51,28,37,31,44,48,44,45,46,35,68,91,28,72,65,32,68,64,7,16,9,13,8,3
L. Štetina,66,74,1,3,99,62,54,45,56,51,67,58,53,65,92,90,87,65,78,59,56,45,43,52,46,38,11,13,16,13,15,2
Y. Al Shahrani,69,74,1,3,99,65,22,67,68,32,63,47,62,67,67,68,68,44,85,66,25,73,70,57,69,64,11,10,7,12,13,2
N. Boilesen,67,74,1,3,99,54,56,52,71,49,68,58,64,66,66,67,65,68,82,75,61,61,53,54,57,46,8,8,6,6,6,2
M. Abeid,66,74,1,2,66,38,24,65,55,26,35,23,56,48,59,62,52,66,60,71,33,69,66,40,67,65,7,9,8,13,7,3
Raúl Lizoain,67,74,1,2,66,27,24,64,61,33,41,29,52,42,69,69,65,46,65,74,27,78,62,45,68,62,14,7,9,9,11,3
M. Demir,65,74,1,4,99,64,61,44,65,35,68,40,61,70,68,70,52,52,54,55,32,25,19,51,21,22,9,14,6,9,11,2
B. Jeannot,68,74,1,3,99,68,56,27,62,53,72,56,57,67,79,77,78,61,72,57,58,47,32,59,23,22,7,13,10,6,15,1
Gonçalo Silva,66,74,1,3,99,58,55,55,69,48,75,48,65,68,68,73,69,60,63,61,59,50,50,50,60,53,14,8,13,15,9,2
M. Trotta,69,74,1,2,99,48,24,66,62,22,23,24,52,33,50,42,44,37,69,78,26,77,73,37,74,72,13,9,6,11,9,3
J. Dezi,65,74,1,3,99,52,59,68,64,49,65,47,58,65,75,73,72,65,67,75,63,81,45,50,41,32,6,11,14,11,10,2
N. Baker,66,74,1,2,99,36,65,63,55,49,61,44,45,68,72,75,66,65,63,81,55,63,39,64,25,28,7,14,12,14,12,1
Fernando Canesín,68,74,1,3,66,50,53,56,71,30,64,33,60,70,74,75,68,57,82,78,53,66,72,33,73,68,11,11,7,12,14,2
S. Lletget,74,74,1,2,66,58,49,59,76,42,52,42,72,74,54,59,59,69,75,80,65,78,75,53,73,65,8,15,10,7,16,2
M. Orši?,69,74,1,2,66,28,29,75,52,30,29,29,43,48,36,54,51,47,76,82,28,54,71,45,70,71,8,6,15,8,7,3
G. Hanley,66,74,1,3,99,63,69,41,63,53,78,49,54,67,73,72,64,55,45,37,45,30,18,66,33,34,5,8,8,13,10,2
S. Martinsson Ngouali,67,74,1,3,99,52,58,49,67,41,64,69,62,69,74,73,76,64,78,65,66,50,58,68,59,51,8,13,15,7,9,2
T. Carroll,69,74,1,3,99,66,43,69,65,43,68,46,62,67,75,73,71,62,78,70,44,61,62,52,68,66,15,12,16,6,11,3
G. Bettini,68,74,1,3,99,46,68,66,56,58,72,48,43,66,85,90,87,65,77,67,63,78,20,61,17,16,14,9,5,10,10,1
T. Knipping,67,74,1,2,99,45,39,47,72,37,42,36,78,49,65,67,50,50,71,52,71,63,65,35,66,68,12,11,8,12,11,2
T. Goiginger,67,74,1,3,99,59,66,62,67,62,67,57,53,67,77,72,80,68,62,66,58,56,35,61,23,16,10,12,12,14,15,1
J. Price,68,74,1,3,99,58,68,61,62,62,67,58,51,68,85,90,75,69,69,68,58,55,32,64,27,28,7,15,10,12,9,2
T. Barkhuizen,67,74,1,3,99,28,69,70,60,55,69,38,44,65,79,82,73,63,65,74,55,55,12,57,17,19,10,8,15,10,7,1
S. Memiševi?,68,74,1,3,99,47,66,68,68,58,66,41,69,70,62,65,69,65,77,71,58,67,63,60,54,37,15,14,9,13,13,2
D. Kolovetsios,67,74,1,3,99,66,59,44,62,51,72,54,57,66,91,87,85,60,59,58,49,54,34,56,31,24,10,6,14,11,9,2
A. Tarek,69,74,1,3,99,57,67,68,61,61,66,62,56,67,66,77,67,72,76,78,64,59,29,67,26,23,7,11,10,9,11,1
Y. Chibsah,68,74,1,3,99,44,70,60,58,55,69,47,34,66,75,77,67,70,65,85,59,56,23,61,14,15,15,15,9,13,11,1
O. Hernández,68,74,1,3,99,71,58,43,63,44,66,46,52,66,81,85,78,59,76,63,46,38,31,42,27,26,6,10,14,14,5,2
Hwang Ui Jo,67,74,1,3,99,51,54,64,68,57,64,57,66,64,75,78,77,72,87,79,67,59,63,56,66,64,13,14,14,10,7,2
G. Kvilitaia,69,74,1,3,66,69,52,57,69,71,71,70,68,69,75,68,73,74,75,68,73,71,67,65,67,59,10,7,12,11,9,2
G. Celis,68,74,1,3,66,71,33,58,64,25,67,72,56,67,68,71,75,45,64,66,32,60,64,46,73,70,11,6,8,14,12,3
Afonso Figueiredo,69,74,1,3,99,68,59,49,67,60,73,53,53,68,83,80,85,66,59,61,55,55,33,60,45,38,7,13,16,12,9,2
J. Bostock,69,74,1,3,99,45,70,66,66,64,65,67,28,63,88,77,87,66,71,42,67,33,16,56,13,19,13,7,8,9,6,1
Ewerton,68,74,1,3,99,60,61,43,66,55,69,53,55,67,90,90,81,68,67,53,59,55,40,56,46,47,10,7,10,10,9,2
M. Dijks,69,74,1,3,99,60,67,48,72,59,75,60,67,71,76,74,69,66,75,67,60,49,34,57,28,23,8,6,14,7,11,2
M. Henriksen,69,74,1,3,99,58,58,65,69,44,67,47,63,70,67,69,66,56,84,66,55,60,79,49,70,68,16,14,13,9,15,2
